,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,month,dayth,year,month_dayth,festival,isweekend
237,1317,2014-08-28,0.0,cloudy,71.5116173120729,8109.0,17531.0,38061.0,8,28,2014,08-28,summer,0
238,1182,2014-08-29,0.0,cloudy,79.93561759729272,8704.0,17501.0,38022.0,8,29,2014,08-29,summer,0
239,1184,2014-08-30,0.0,cloudy,78.70456081081082,8723.0,17286.0,37765.0,8,30,2014,08-30,summer,1
240,1239,2014-08-31,0.0,cloudy,80.2142050040355,8800.0,16777.0,37572.0,8,31,2014,08-31,summer,1
241,1135,2014-09-01,0.0,cloudy,78.59647577092511,8593.0,16804.0,37542.0,9,1,2014,09-01,authum,0
242,1222,2014-09-02,0.0,cloudy,74.85433715220952,8732.0,16677.0,37056.0,9,2,2014,09-02,authum,0
243,1370,2014-09-03,0.0,cloudy,76.32291970802919,8649.0,16801.0,37324.0,9,3,2014,09-03,authum,0
244,1116,2014-09-04,0.0,cloudy,79.52553763440861,8649.0,16758.0,37656.0,9,4,2014,09-04,authum,0
245,931,2014-09-05,0.0,cloudy,76.36466165413533,8448.0,17152.0,37485.0,9,5,2014,09-05,authum,0
246,1386,2014-09-06,0.0,clear,69.61363636363636,8197.0,16920.0,37160.0,9,6,2014,09-06,authum,1
247,1358,2014-09-07,0.0,cloudy,73.5383652430044,8399.0,17199.0,37218.0,9,7,2014,09-07,authum,1
248,1218,2014-09-08,0.0,cloudy,70.5316091954023,8518.0,17111.0,37223.0,9,8,2014,09-08,authum,0
249,1188,2014-09-09,0.0,cloudy,72.82222222222221,8601.0,17333.0,36683.0,9,9,2014,09-09,authum,0
250,659,2014-09-10,0.0,cloudy,70.22488619119878,8567.0,17216.0,36508.0,9,10,2014,09-10,authum,0
251,1017,2014-09-11,0.0,cloudy,51.07040314650935,7856.0,16505.0,36226.0,9,11,2014,09-11,authum,0
252,633,2014-09-12,0.0,cloudy,49.80916271721959,7757.0,16205.0,36200.0,9,12,2014,09-12,authum,0
253,1167,2014-09-13,0.0,cloudy,52.17112253641818,7459.0,15656.0,35686.0,9,13,2014,09-13,authum,1
254,1269,2014-09-14,0.0,cloudy,60.06477541371158,7240.0,15639.0,35506.0,9,14,2014,09-14,authum,1
255,1015,2014-09-15,0.0,cloudy,57.55783251231527,7151.0,15669.0,35378.0,9,15,2014,09-15,authum,0
256,1169,2014-09-16,0.0,clear,59.88323353293414,6948.0,15549.0,34700.0,9,16,2014,09-16,authum,0
257,1246,2014-09-17,0.0,cloudy,62.45786516853932,6929.0,15496.0,34657.0,9,17,2014,09-17,authum,0
258,1131,2014-09-18,0.0,cloudy,61.74244031830239,7516.0,15372.0,34641.0,9,18,2014,09-18,authum,0
259,1246,2014-09-19,0.0,cloudy,67.69695024077048,7630.0,15387.0,34674.0,9,19,2014,09-19,authum,0
260,1088,2014-09-20,0.0,cloudy,72.21056985294119,8243.0,15702.0,34507.0,9,20,2014,09-20,authum,1
261,1058,2014-09-21,0.0,cloudy,63.261058601134216,8164.0,15404.0,34873.0,9,21,2014,09-21,authum,1
262,1098,2014-09-22,0.0,clear,58.76693989071038,7953.0,15104.0,34768.0,9,22,2014,09-22,authum,0
263,1245,2014-09-23,0.0,cloudy,63.88546184738957,8036.0,14984.0,34759.0,9,23,2014,09-23,authum,0
264,1241,2014-09-24,0.0,cloudy,67.90330378726833,8112.0,15041.0,34558.0,9,24,2014,09-24,authum,0
265,1203,2014-09-25,0.0,cloudy,67.05162094763092,8107.0,15623.0,34803.0,9,25,2014,09-25,authum,0
266,1282,2014-09-26,0.0,cloudy,67.84711388455538,8179.0,15809.0,34701.0,9,26,2014,09-26,authum,0
267,1393,2014-09-27,0.0,cloudy,70.65319454414931,8215.0,16458.0,34613.0,9,27,2014,09-27,authum,1
268,1266,2014-09-28,0.0,cloudy,70.8085308056872,8520.0,16684.0,34689.0,9,28,2014,09-28,authum,1
269,1138,2014-09-29,0.0,cloudy,67.25061511423553,8728.0,16681.0,34773.0,9,29,2014,09-29,authum,0
270,941,2014-09-30,0.0,cloudy,51.92029755579171,8768.0,16804.0,34727.0,9,30,2014,09-30,authum,0
271,1277,2014-10-01,0.0,cloudy,58.45426781519185,8464.0,16576.0,34429.0,10,1,2014,10-01,authum,0
272,910,2014-10-02,0.0,cloudy,67.74417582417583,8500.0,16607.0,34571.0,10,2,2014,10-02,authum,0
273,638,2014-10-03,0.0,cloudy,51.90407523510971,8207.0,16386.0,34259.0,10,3,2014,10-03,authum,0
274,545,2014-10-04,0.0,cloudy,42.1365137614679,7563.0,15778.0,33527.0,10,4,2014,10-04,authum,1
275,915,2014-10-05,0.0,cloudy,50.98021857923497,6715.0,15235.0,32956.0,10,5,2014,10-05,authum,1
276,936,2014-10-06,0.0,cloudy,52.4230769230769,6364.0,15092.0,32940.0,10,6,2014,10-06,authum,0
277,1153,2014-10-07,0.0,cloudy,57.58725065047703,6162.0,14930.0,32490.0,10,7,2014,10-07,authum,0
278,1199,2014-10-08,0.0,cloudy,56.80200166805672,6374.0,14838.0,32285.0,10,8,2014,10-08,authum,0
279,1062,2014-10-09,0.0,cloudy,52.582674199623355,6296.0,14796.0,32266.0,10,9,2014,10-09,authum,0
280,902,2014-10-10,0.0,cloudy,50.05,6448.0,14655.0,32140.0,10,10,2014,10-10,authum,0
281,1137,2014-10-11,0.0,cloudy,52.969569041336854,6712.0,14275.0,32383.0,10,11,2014,10-11,authum,1
282,1008,2014-10-12,0.0,cloudy,56.26031746031746,7304.0,14019.0,32503.0,10,12,2014,10-12,authum,1
283,668,2014-10-13,0.0,cloudy,61.91991017964072,7397.0,13761.0,32878.0,10,13,2014,10-13,authum,0
284,317,2014-10-14,0.0,rain or snow,60.15835962145111,7129.0,13291.0,32379.0,10,14,2014,10-14,authum,0
285,766,2014-10-15,0.0,cloudy,52.77389033942559,6293.0,12667.0,31427.0,10,15,2014,10-15,authum,0
286,914,2014-10-16,0.0,cloudy,52.969693654266955,5860.0,12156.0,31178.0,10,16,2014,10-16,authum,0
287,907,2014-10-17,0.0,cloudy,54.634288864388104,5712.0,12160.0,30923.0,10,17,2014,10-17,authum,0
288,663,2014-10-18,0.0,cloudy,46.07239819004525,5717.0,12429.0,30584.0,10,18,2014,10-18,authum,1
289,914,2014-10-19,0.0,cloudy,50.435229759299794,5243.0,12547.0,30116.0,10,19,2014,10-19,authum,1
290,969,2014-10-20,0.0,cloudy,54.20815273477812,5149.0,12546.0,29784.0,10,20,2014,10-20,authum,0
291,897,2014-10-21,0.0,cloudy,47.99130434782608,5450.0,12579.0,29665.0,10,21,2014,10-21,authum,0
292,991,2014-10-22,0.0,cloudy,46.83410696266397,6030.0,12323.0,29504.0,10,22,2014,10-22,authum,0
293,949,2014-10-23,0.0,cloudy,50.983350895679656,6255.0,12115.0,29397.0,10,23,2014,10-23,authum,0
294,1312,2014-10-25,0.0,cloudy,66.09542682926829,6290.0,12002.0,29101.0,10,25,2014,10-25,authum,1
295,1005,2014-10-26,0.0,cloudy,57.52417910447762,6695.0,12412.0,29172.0,10,26,2014,10-26,authum,1
296,1029,2014-10-27,0.0,cloudy,67.92001943634597,7037.0,12280.0,28974.0,10,27,2014,10-27,authum,0
297,974,2014-10-28,0.0,cloudy,53.308418891170426,7152.0,12301.0,28721.0,10,28,2014,10-28,authum,0
298,877,2014-10-29,0.0,cloudy,44.641961231470916,7157.0,12607.0,28302.0,10,29,2014,10-29,authum,0
299,835,2014-10-30,0.0,cloudy,44.64431137724552,7137.0,13167.0,27913.0,10,30,2014,10-30,authum,0
300,467,2014-10-31,0.0,cloudy,37.51927194860813,6981.0,13236.0,27610.0,10,31,2014,10-31,authum,0
301,619,2014-11-01,0.0,cloudy,39.0,6499.0,12789.0,27136.0,11,1,2014,11-01,authum,1
302,744,2014-11-02,0.0,cloudy,46.644623655913975,5806.0,12501.0,26478.0,11,2,2014,11-02,authum,1
303,860,2014-11-03,0.0,cloudy,56.55220930232559,5545.0,12582.0,26312.0,11,3,2014,11-03,authum,0
304,813,2014-11-04,0.0,cloudy,49.597785977859786,5376.0,12528.0,26534.0,11,4,2014,11-04,authum,0
305,904,2014-11-05,0.0,cloudy,51.578097345132754,5215.0,12372.0,26802.0,11,5,2014,11-05,authum,0
306,641,2014-11-06,0.0,cloudy,41.04227769110765,5242.0,12379.0,26791.0,11,6,2014,11-06,authum,0
307,663,2014-11-07,0.0,cloudy,38.978129713423826,5048.0,12029.0,26496.0,11,7,2014,11-07,authum,0
308,666,2014-11-08,0.0,cloudy,43.95480480480481,5244.0,11743.0,26006.0,11,8,2014,11-08,authum,1
309,638,2014-11-09,0.0,cloudy,46.721473354231975,5291.0,11097.0,25473.0,11,9,2014,11-09,authum,1
310,795,2014-11-10,0.0,cloudy,53.68981132075473,5185.0,10730.0,25049.0,11,10,2014,11-10,authum,0
311,602,2014-11-11,0.0,cloudy,39.27475083056478,5120.0,10496.0,24942.0,11,11,2014,11-11,authum,0
312,491,2014-11-12,0.0,cloudy,27.232179226069245,4909.0,10124.0,24407.0,11,12,2014,11-12,authum,0
313,364,2014-11-13,0.0,cloudy,26.302747252747256,4496.0,9738.0,23890.0,11,13,2014,11-13,authum,0
314,447,2014-11-14,0.0,cloudy,25.789709172259503,4219.0,9267.0,23586.0,11,14,2014,11-14,authum,0
315,446,2014-11-15,0.0,cloudy,27.95381165919282,4003.0,9247.0,23716.0,11,15,2014,11-15,authum,1
316,284,2014-11-16,0.0,rain or snow,28.41267605633803,3783.0,9074.0,23396.0,11,16,2014,11-16,authum,1
317,311,2014-11-17,0.0,rain or snow,13.713183279742765,3429.0,8614.0,22766.0,11,17,2014,11-17,authum,0
318,334,2014-11-18,0.0,cloudy,13.885628742514967,2945.0,8065.0,22170.0,11,18,2014,11-18,authum,0
319,378,2014-11-19,0.0,cloudy,25.052380952380947,2677.0,7586.0,21841.0,11,19,2014,11-19,authum,0
320,320,2014-11-20,0.0,cloudy,21.015625,2564.0,7060.0,21305.0,11,20,2014,11-20,authum,0
321,381,2014-11-21,0.0,cloudy,26.00314960629921,2520.0,6739.0,20656.0,11,21,2014,11-21,authum,0
322,485,2014-11-22,0.0,cloudy,45.45072164948454,2454.0,6457.0,20140.0,11,22,2014,11-22,authum,1
323,283,2014-11-23,0.0,cloudy,50.41802120141343,2493.0,6276.0,19634.0,11,23,2014,11-23,authum,1
324,206,2014-11-24,0.0,rain or snow,33.67378640776698,2492.0,5921.0,18968.0,11,24,2014,11-24,authum,0
325,327,2014-11-25,0.0,cloudy,21.49969418960245,2387.0,5332.0,17862.0,11,25,2014,11-25,authum,0
326,290,2014-11-26,0.0,cloudy,26.087241379310345,2380.0,5057.0,17184.0,11,26,2014,11-26,authum,0
327,85,2014-11-27,0.0,cloudy,23.957647058823518,2292.0,4856.0,16445.0,11,27,2014,11-27,authum,0
328,170,2014-11-28,0.0,cloudy,29.084705882352942,2057.0,4577.0,15556.0,11,28,2014,11-28,authum,0
329,365,2014-11-29,0.0,cloudy,47.881917808219185,1846.0,4300.0,14849.0,11,29,2014,11-29,authum,1
330,331,2014-11-30,0.0,cloudy,39.59577039274925,1726.0,4219.0,14379.0,11,30,2014,11-30,authum,1
331,305,2014-12-01,0.0,cloudy,19.20262295081968,1774.0,4266.0,14243.0,12,1,2014,12-01,winter,0
332,398,2014-12-02,0.0,cloudy,28.986683417085423,1873.0,4260.0,13929.0,12,2,2014,12-02,winter,0
333,411,2014-12-03,0.0,cloudy,29.715815085158148,1944.0,4324.0,13583.0,12,3,2014,12-03,winter,0
334,417,2014-12-04,0.0,cloudy,31.178896882494005,2065.0,4357.0,13134.0,12,4,2014,12-04,winter,0
335,473,2014-12-05,0.0,cloudy,35.464482029598315,2397.0,4454.0,12738.0,12,5,2014,12-05,winter,0
336,398,2014-12-06,0.0,cloudy,35.38040201005025,2700.0,4546.0,12307.0,12,6,2014,12-06,winter,1
337,385,2014-12-07,0.0,cloudy,33.63766233766233,2733.0,4459.0,12064.0,12,7,2014,12-07,winter,1
338,256,2014-12-08,0.0,rain or snow,34.83984375000001,2787.0,4561.0,11786.0,12,8,2014,12-08,winter,0
339,279,2014-12-09,0.0,cloudy,34.39784946236559,2738.0,4611.0,11376.0,12,9,2014,12-09,winter,0
340,373,2014-12-10,0.0,cloudy,30.948257372654147,2619.0,4563.0,11017.0,12,10,2014,12-10,winter,0
341,365,2014-12-11,0.0,clear,26.681917808219186,2581.0,4646.0,10595.0,12,11,2014,12-11,winter,0
342,412,2014-12-12,0.0,cloudy,32.405339805825236,2529.0,4926.0,10358.0,12,12,2014,12-12,winter,0
343,517,2014-12-13,0.0,cloudy,44.25609284332689,2468.0,5168.0,10279.0,12,13,2014,12-13,winter,1
344,567,2014-12-14,0.0,cloudy,47.98218694885361,2587.0,5320.0,10432.0,12,14,2014,12-14,winter,1
345,404,2014-12-15,0.0,rain or snow,44.52029702970298,2769.0,5556.0,10552.0,12,15,2014,12-15,winter,0
346,425,2014-12-16,0.0,cloudy,38.31152941176471,2917.0,5655.0,10510.0,12,16,2014,12-16,winter,0
347,360,2014-12-17,0.0,cloudy,25.31138888888889,3063.0,5682.0,10651.0,12,17,2014,12-17,winter,0
348,379,2014-12-18,0.0,cloudy,25.503166226912928,3050.0,5631.0,10700.0,12,18,2014,12-18,winter,0
349,380,2014-12-19,0.0,cloudy,29.51131578947368,3064.0,5593.0,10745.0,12,19,2014,12-19,winter,0
350,364,2014-12-20,0.0,cloudy,31.475000000000005,3032.0,5500.0,10747.0,12,20,2014,12-20,winter,1
351,286,2014-12-21,0.0,cloudy,34.91153846153846,2879.0,5466.0,10791.0,12,21,2014,12-21,winter,1
352,225,2014-12-22,0.0,rain or snow,35.72622222222222,2598.0,5367.0,10696.0,12,22,2014,12-22,winter,0
353,394,2014-12-23,0.0,cloudy,43.56243654822335,2419.0,5336.0,10436.0,12,23,2014,12-23,winter,0
354,117,2014-12-24,0.0,cloudy,38.22307692307693,2388.0,5451.0,10547.0,12,24,2014,12-24,winter,0
355,68,2014-12-25,0.0,cloudy,38.86323529411764,2145.0,5195.0,10458.0,12,25,2014,12-25,winter,0
356,281,2014-12-26,0.0,cloudy,45.57686832740213,1834.0,4898.0,10199.0,12,26,2014,12-26,winter,0
357,218,2014-12-27,0.0,cloudy,38.88073394495413,1735.0,4767.0,10190.0,12,27,2014,12-27,winter,1
358,202,2014-12-28,0.0,cloudy,29.631188118811878,1589.0,4468.0,10323.0,12,28,2014,12-28,winter,1
359,309,2014-12-29,0.0,cloudy,25.53042071197411,1505.0,4103.0,10355.0,12,29,2014,12-29,winter,0
360,256,2014-12-30,0.0,cloudy,14.326953125,1589.0,4008.0,10299.0,12,30,2014,12-30,winter,0
361,175,2014-12-31,0.0,cloudy,13.454857142857142,1451.0,3839.0,10224.0,12,31,2014,12-31,winter,0
362,148,2015-01-01,0.0,cloudy,26.06216216216216,1509.0,3654.0,10094.0,1,1,2015,01-01,winter,0
363,326,2015-01-02,0.0,cloudy,29.20276073619632,1589.0,3423.0,9844.0,1,2,2015,01-02,winter,0
364,139,2015-01-03,0.0,rain or snow,33.07985611510792,1634.0,3369.0,9759.0,1,3,2015,01-03,winter,1
365,83,2015-01-04,0.0,rain or snow,19.971084337349392,1555.0,3144.0,9481.0,1,4,2015,01-04,winter,1
366,114,2015-01-05,0.0,cloudy,2.0026315789473683,1436.0,2941.0,9091.0,1,5,2015,01-05,winter,0
367,82,2015-01-06,0.0,cloudy,6.1329268292682935,1241.0,2830.0,8807.0,1,6,2015,01-06,winter,0
368,66,2015-01-07,0.0,cloudy,-0.6727272727272728,1067.0,2518.0,8504.0,1,7,2015,01-07,winter,0
369,56,2015-01-08,0.0,rain or snow,4.117857142857143,958.0,2467.0,8314.0,1,8,2015,01-08,winter,0
370,74,2015-01-09,0.0,cloudy,3.3527027027027025,866.0,2455.0,8091.0,1,9,2015,01-09,winter,0
371,110,2015-01-10,0.0,cloudy,15.317272727272725,614.0,2248.0,7792.0,1,10,2015,01-10,winter,1
372,156,2015-01-11,0.0,cloudy,29.81410256410257,585.0,2140.0,7537.0,1,11,2015,01-11,winter,1
373,121,2015-01-12,0.0,cloudy,17.656198347107438,658.0,2094.0,7281.0,1,12,2015,01-12,winter,0
374,153,2015-01-13,0.0,cloudy,14.400653594771235,665.0,1906.0,6885.0,1,13,2015,01-13,winter,0
375,160,2015-01-14,0.0,cloudy,13.73875,736.0,1803.0,6471.0,1,14,2015,01-14,winter,0
376,224,2015-01-15,0.0,cloudy,26.786160714285717,830.0,1788.0,6227.0,1,15,2015,01-15,winter,0
377,258,2015-01-16,0.0,cloudy,29.524031007751926,998.0,1864.0,6026.0,1,16,2015,01-16,winter,0
378,362,2015-01-17,0.0,cloudy,39.91906077348066,1182.0,1796.0,5924.0,1,17,2015,01-17,winter,1
379,322,2015-01-18,0.0,cloudy,35.9332298136646,1434.0,2019.0,5907.0,1,18,2015,01-18,winter,1
380,327,2015-01-19,0.0,cloudy,34.718348623853196,1600.0,2258.0,5849.0,1,19,2015,01-19,winter,0
381,360,2015-01-20,0.0,cloudy,33.13833333333333,1806.0,2471.0,5812.0,1,20,2015,01-20,winter,0
382,340,2015-01-21,0.0,cloudy,30.707941176470584,2013.0,2749.0,5886.0,1,21,2015,01-21,winter,0
383,374,2015-01-22,0.0,cloudy,30.34812834224599,2193.0,3023.0,6001.0,1,22,2015,01-22,winter,0
384,360,2015-01-23,0.0,cloudy,29.452499999999993,2343.0,3341.0,5981.0,1,23,2015,01-23,winter,0
385,471,2015-01-24,0.0,cloudy,36.4140127388535,2445.0,3627.0,6224.0,1,24,2015,01-24,winter,1
386,118,2015-01-25,0.0,cloudy,28.494915254237288,2554.0,3988.0,6627.0,1,25,2015,01-25,winter,1
387,258,2015-01-26,0.0,cloudy,22.296511627906977,2350.0,3950.0,6464.0,1,26,2015,01-26,winter,0
388,275,2015-01-27,0.0,cloudy,26.51818181818182,2281.0,4087.0,6504.0,1,27,2015,01-27,winter,0
389,359,2015-01-28,0.0,cloudy,28.91894150417827,2196.0,4209.0,6577.0,1,28,2015,01-28,winter,0
390,341,2015-01-29,0.0,cloudy,33.78709677419355,2215.0,4408.0,6627.0,1,29,2015,01-29,winter,0
391,306,2015-01-30,0.0,cloudy,23.686601307189544,2182.0,4525.0,6712.0,1,30,2015,01-30,winter,0
392,385,2015-01-31,0.0,cloudy,33.78597402597403,2128.0,4573.0,6843.0,1,31,2015,01-31,winter,1
393,24,2015-02-01,0.0,rain or snow,27.633333333333336,2042.0,4596.0,7080.0,2,1,2015,02-01,winter,1
394,48,2015-02-02,0.0,cloudy,11.1625,1948.0,4298.0,6778.0,2,2,2015,02-02,winter,0
395,79,2015-02-03,0.0,cloudy,21.51139240506329,1738.0,4019.0,6687.0,2,3,2015,02-03,winter,0
396,73,2015-02-04,0.0,cloudy,15.3986301369863,1542.0,3738.0,6683.0,2,4,2015,02-04,winter,0
397,87,2015-02-05,0.0,cloudy,8.170114942528736,1256.0,3471.0,6642.0,2,5,2015,02-05,winter,0
398,133,2015-02-06,0.0,cloudy,22.86541353383459,1002.0,3184.0,6647.0,2,6,2015,02-06,winter,0
399,247,2015-02-07,0.0,cloudy,38.49676113360322,829.0,2957.0,6714.0,2,7,2015,02-07,winter,1
400,181,2015-02-08,0.0,rain or snow,32.775138121546966,691.0,2733.0,6905.0,2,8,2015,02-08,winter,1
401,156,2015-02-09,0.0,cloudy,23.44679487179488,848.0,2796.0,7012.0,2,9,2015,02-09,winter,0
402,242,2015-02-10,0.0,cloudy,26.65785123966941,956.0,2694.0,7058.0,2,10,2015,02-10,winter,0
403,287,2015-02-11,0.0,cloudy,29.908013937282227,1119.0,2661.0,7144.0,2,11,2015,02-11,winter,0
404,174,2015-02-12,0.0,cloudy,11.290804597701152,1333.0,2589.0,7310.0,2,12,2015,02-12,winter,0
405,196,2015-02-13,0.0,cloudy,17.522959183673468,1420.0,2422.0,7331.0,2,13,2015,02-13,winter,0
406,122,2015-02-14,0.0,cloudy,10.45,1483.0,2312.0,7367.0,2,14,2015,02-14,winter,1
407,43,2015-02-15,0.0,cloudy,10.030232558139533,1358.0,2049.0,7265.0,2,15,2015,02-15,winter,1
408,148,2015-02-16,0.0,cloudy,15.079054054054053,1220.0,2068.0,7050.0,2,16,2015,02-16,winter,0
409,151,2015-02-17,0.0,cloudy,15.817880794701983,1212.0,2168.0,6836.0,2,17,2015,02-17,winter,0
410,125,2015-02-18,0.0,cloudy,3.4624,1121.0,2240.0,6665.0,2,18,2015,02-18,winter,0
411,63,2015-02-19,0.0,cloudy,-0.8714285714285714,959.0,2292.0,6463.0,2,19,2015,02-19,winter,0
412,118,2015-02-20,0.0,cloudy,11.367796610169492,848.0,2268.0,6166.0,2,20,2015,02-20,winter,0
413,197,2015-02-21,0.0,cloudy,27.71370558375634,770.0,2253.0,5944.0,2,21,2015,02-21,winter,1
414,149,2015-02-22,0.0,cloudy,16.00939597315436,845.0,2203.0,5767.0,2,22,2015,02-22,winter,1
415,120,2015-02-23,0.0,cloudy,5.305833333333333,951.0,2171.0,5556.0,2,23,2015,02-23,winter,0
416,162,2015-02-24,0.0,cloudy,20.9,923.0,2135.0,5205.0,2,24,2015,02-24,winter,0
417,161,2015-02-25,0.0,cloudy,18.880124223602483,934.0,2055.0,5249.0,2,25,2015,02-25,winter,0
418,98,2015-02-26,0.0,cloudy,11.60408163265306,970.0,1929.0,5152.0,2,26,2015,02-26,winter,0
419,106,2015-02-27,0.0,clear,8.43490566037736,1005.0,1853.0,4975.0,2,27,2015,02-27,winter,0
420,177,2015-02-28,0.0,cloudy,15.985875706214689,993.0,1763.0,4722.0,2,28,2015,02-28,winter,1
421,138,2015-03-01,0.0,cloudy,20.984057971014494,973.0,1818.0,4558.0,3,1,2015,03-01,spring,1
422,191,2015-03-02,0.0,cloudy,24.97853403141361,962.0,1913.0,4390.0,3,2,2015,03-02,spring,0
423,143,2015-03-03,0.0,cloudy,32.06083916083916,1033.0,1956.0,4196.0,3,3,2015,03-03,spring,0
424,205,2015-03-04,0.0,cloudy,17.22829268292683,1014.0,1948.0,4315.0,3,4,2015,03-04,spring,0
425,161,2015-03-05,0.0,clear,10.995652173913042,1058.0,2028.0,4472.0,3,5,2015,03-05,spring,0
426,215,2015-03-06,0.0,cloudy,20.742790697674426,1121.0,2126.0,4554.0,3,6,2015,03-06,spring,0
427,375,2015-03-07,0.0,clear,40.13333333333333,1230.0,2223.0,4696.0,3,7,2015,03-07,spring,1
428,310,2015-03-08,0.0,cloudy,37.51387096774193,1428.0,2401.0,4984.0,3,8,2015,03-08,spring,1
429,473,2015-03-09,0.0,cloudy,41.293657505285424,1600.0,2562.0,5161.0,3,9,2015,03-09,spring,0
430,541,2015-03-10,0.0,cloudy,42.98817005545286,1882.0,2915.0,5387.0,3,10,2015,03-10,spring,0
431,552,2015-03-11,0.0,clear,43.93496376811594,2280.0,3294.0,5747.0,3,11,2015,03-11,spring,0
432,629,2015-03-12,0.0,cloudy,45.62543720190778,2627.0,3685.0,6143.0,3,12,2015,03-12,spring,0
433,744,2015-03-13,0.0,cloudy,53.710752688172036,3095.0,4216.0,6530.0,3,13,2015,03-13,spring,0
434,737,2015-03-14,0.0,cloudy,52.378697421981,3624.0,4854.0,6987.0,3,14,2015,03-14,spring,1
435,686,2015-03-15,0.0,cloudy,55.62215743440234,3986.0,5414.0,7550.0,3,15,2015,03-15,spring,1
436,785,2015-03-16,0.0,cloudy,63.11095541401275,4362.0,5962.0,8040.0,3,16,2015,03-16,spring,0
437,422,2015-03-17,0.0,cloudy,38.477488151658775,4674.0,6556.0,8703.0,3,17,2015,03-17,spring,0
438,498,2015-03-18,0.0,cloudy,40.605421686746986,4555.0,6835.0,9082.0,3,18,2015,03-18,spring,0
439,480,2015-03-19,0.0,cloudy,42.02395833333333,4501.0,7128.0,9432.0,3,19,2015,03-19,spring,0
440,562,2015-03-20,0.0,cloudy,44.89288256227759,4352.0,7447.0,9761.0,3,20,2015,03-20,spring,0
441,531,2015-03-21,0.0,cloudy,43.08305084745763,4170.0,7794.0,10198.0,3,21,2015,03-21,spring,1
442,337,2015-03-22,0.0,cloudy,31.28961424332344,3964.0,7950.0,10666.0,3,22,2015,03-22,spring,1
443,99,2015-03-23,0.0,cloudy,29.389898989898995,3615.0,7977.0,10885.0,3,23,2015,03-23,spring,0
444,226,2015-03-24,0.0,cloudy,32.760176991150445,2929.0,7603.0,10787.0,3,24,2015,03-24,spring,0
445,349,2015-03-25,0.0,cloudy,38.14469914040114,2733.0,7288.0,10864.0,3,25,2015,03-25,spring,0
446,425,2015-03-26,0.0,cloudy,36.04282352941176,2584.0,7085.0,11093.0,3,26,2015,03-26,spring,0
447,249,2015-03-27,0.0,cloudy,25.986345381526107,2529.0,6881.0,11356.0,3,27,2015,03-27,spring,0
448,305,2015-03-28,0.0,clear,31.35508196721311,2216.0,6386.0,11444.0,3,28,2015,03-28,spring,1
449,218,2015-03-29,0.0,cloudy,39.278440366972475,1990.0,5954.0,11651.0,3,29,2015,03-29,spring,1
450,563,2015-03-30,0.0,cloudy,50.91882770870338,1871.0,5486.0,11763.0,3,30,2015,03-30,spring,0
451,529,2015-03-31,0.0,cloudy,48.054820415879014,2335.0,5264.0,12149.0,3,31,2015,03-31,spring,0
452,789,2015-04-01,0.0,cloudy,61.18415716096325,2638.0,5371.0,12540.0,4,1,2015,04-01,spring,0
453,550,2015-04-02,0.0,cloudy,58.60563636363637,3078.0,5662.0,13138.0,4,2,2015,04-02,spring,0
454,497,2015-04-03,0.0,cloudy,44.373843058350104,3203.0,5732.0,13545.0,4,3,2015,04-03,spring,0
455,590,2015-04-04,0.0,cloudy,51.34983050847458,3451.0,5667.0,13837.0,4,4,2015,04-04,spring,1
456,551,2015-04-05,0.0,cloudy,58.208166969146994,3736.0,5726.0,14266.0,4,5,2015,04-05,spring,1
457,489,2015-04-06,0.0,cloudy,47.16707566462167,4069.0,5940.0,14602.0,4,6,2015,04-06,spring,0
458,370,2015-04-07,0.0,cloudy,41.96351351351353,3995.0,6330.0,14716.0,4,7,2015,04-07,spring,0
459,428,2015-04-08,0.0,cloudy,42.34088785046729,3836.0,6474.0,14776.0,4,8,2015,04-08,spring,0
460,365,2015-04-09,0.0,cloudy,64.71479452054795,3475.0,6553.0,14731.0,4,9,2015,04-09,spring,0
461,545,2015-04-10,0.0,cloudy,48.3045871559633,3290.0,6493.0,14555.0,4,10,2015,04-10,spring,0
462,1092,2015-04-11,0.0,clear,57.498992673992674,3338.0,6789.0,14548.0,4,11,2015,04-11,spring,1
463,960,2015-04-12,0.0,cloudy,63.03260416666666,3840.0,7576.0,15011.0,4,12,2015,04-12,spring,1
464,737,2015-04-13,0.0,cloudy,60.705427408412476,4249.0,8318.0,15227.0,4,13,2015,04-13,spring,0
465,900,2015-04-14,0.0,cloudy,58.17077777777778,4497.0,8492.0,15227.0,4,14,2015,04-14,spring,0
466,886,2015-04-15,0.0,cloudy,55.56388261851016,5027.0,8863.0,15441.0,4,15,2015,04-15,spring,0
467,678,2015-04-16,0.0,cloudy,54.408407079646,5485.0,8960.0,15542.0,4,16,2015,04-16,spring,0
468,1019,2015-04-17,0.0,cloudy,68.41550539744847,5798.0,9088.0,15798.0,4,17,2015,04-17,spring,0
469,1030,2015-04-18,0.0,cloudy,55.324174757281554,6272.0,9610.0,16319.0,4,18,2015,04-18,spring,1
470,627,2015-04-19,0.0,cloudy,62.29473684210527,6210.0,10050.0,16869.0,4,19,2015,04-19,spring,1
471,485,2015-04-20,0.0,cloudy,46.96268041237113,5877.0,10126.0,16934.0,4,20,2015,04-20,spring,0
472,591,2015-04-21,0.0,cloudy,44.509475465313024,5625.0,10122.0,16888.0,4,21,2015,04-21,spring,0
