,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,year,month_dayth,festival,isweekend,dayth,month
262,1548,2014-09-22,0.0,clear,58.4512919896641,11075,20914,48449,2014,09-22,authum,0,22,9
263,1746,2014-09-23,0.0,cloudy,63.629839633447894,11221,20774,48404,2014,09-23,authum,0,23,9
264,1773,2014-09-24,0.0,cloudy,67.56125211505922,11325,20852,48132,2014,09-24,authum,0,24,9
265,1705,2014-09-25,0.0,cloudy,66.80258064516129,11395,21684,48481,2014,09-25,authum,0,25,9
266,1743,2014-09-26,0.0,cloudy,67.7350545037292,11532,21981,48348,2014,09-26,authum,0,26,9
267,1988,2014-09-27,0.0,cloudy,70.69517102615694,11585,22882,48170,2014,09-27,authum,1,27,9
268,1771,2014-09-28,0.0,cloudy,70.7070016939582,11993,23296,48336,2014,09-28,authum,1,28,9
269,1587,2014-09-29,0.0,cloudy,66.97926906112161,12274,23349,48474,2014,09-29,authum,0,29,9
270,1334,2014-09-30,0.0,cloudy,51.995877061469265,12313,23534,48464,2014,09-30,authum,0,30,9
271,1759,2014-10-01,0.0,cloudy,58.56731097214326,11901,23226,48127,2014,10-01,authum,0,1,10
272,1307,2014-10-02,0.0,cloudy,67.73749043611322,11887,23282,48315,2014,10-02,authum,0,2,10
273,909,2014-10-03,0.0,cloudy,51.84598459845984,11489,23021,47902,2014,10-03,authum,0,3,10
274,793,2014-10-04,0.0,cloudy,42.09180327868853,10655,22240,46877,2014,10-04,authum,1,4,10
275,1260,2014-10-05,0.0,cloudy,50.896428571428565,9460,21453,46074,2014,10-05,authum,1,5,10
276,1344,2014-10-06,0.0,cloudy,52.16867559523809,8949,21223,45988,2014,10-06,authum,0,6,10
277,1592,2014-10-07,0.0,cloudy,57.56513819095477,8706,21019,45407,2014,10-07,authum,0,7,10
278,1634,2014-10-08,0.0,cloudy,56.66046511627908,8964,20865,45073,2014,10-08,authum,0,8,10
279,1481,2014-10-09,0.0,cloudy,52.40270087778529,8839,20726,45019,2014,10-09,authum,0,9,10
280,1286,2014-10-10,0.0,cloudy,49.98405909797823,9013,20502,44832,2014,10-10,authum,0,10,10
281,1568,2014-10-11,0.0,cloudy,52.90701530612244,9390,20045,45177,2014,10-11,authum,1,11,10
282,1395,2014-10-12,0.0,cloudy,56.23555555555557,10165,19625,45337,2014,10-12,authum,1,12,10
283,914,2014-10-13,0.0,cloudy,61.958971553610496,10300,19249,45890,2014,10-13,authum,0,13,10
284,467,2014-10-14,0.0,rain or snow,60.14004282655247,9870,18576,45230,2014,10-14,authum,0,14,10
285,1101,2014-10-15,0.0,cloudy,52.79891008174388,8745,17709,43979,2014,10-15,authum,0,15,10
286,1322,2014-10-16,0.0,cloudy,52.933812405446304,8212,17051,43678,2014,10-16,authum,0,16,10
287,1294,2014-10-17,0.0,cloudy,54.65826893353942,8053,17066,43358,2014,10-17,authum,0,17,10
288,945,2014-10-18,0.0,cloudy,46.06486772486772,8061,17451,42949,2014,10-18,authum,1,18,10
289,1274,2014-10-19,0.0,cloudy,50.312480376766096,7438,17603,42326,2014,10-19,authum,1,19,10
290,1334,2014-10-20,0.0,cloudy,54.19625187406296,7317,17617,41910,2014,10-20,authum,0,20,10
291,1273,2014-10-21,0.0,cloudy,47.9539670070699,7737,17607,41664,2014,10-21,authum,0,21,10
292,1362,2014-10-22,0.0,cloudy,46.769676945668145,8543,17288,41447,2014,10-22,authum,0,22,10
293,1351,2014-10-23,0.0,cloudy,50.869504071058465,8804,17016,41261,2014,10-23,authum,0,23,10
294,1859,2014-10-25,0.0,cloudy,65.92243141473911,8833,16886,40866,2014,10-25,authum,1,25,10
295,1390,2014-10-26,0.0,cloudy,57.30294964028777,9398,17459,40952,2014,10-26,authum,1,26,10
296,1463,2014-10-27,0.0,cloudy,67.9164046479836,9843,17281,40637,2014,10-27,authum,0,27,10
297,1368,2014-10-28,0.0,cloudy,53.310526315789474,10032,17349,40357,2014,10-28,authum,0,28,10
298,1252,2014-10-29,0.0,cloudy,44.707188498402566,10066,17803,39737,2014,10-29,authum,0,29,10
299,1200,2014-10-30,0.0,cloudy,44.50933333333333,10045,18588,39218,2014,10-30,authum,0,30,10
300,667,2014-10-31,0.0,cloudy,37.46626686656672,9883,18687,38831,2014,10-31,authum,0,31,10
301,852,2014-11-01,0.0,cloudy,38.900586854460094,9199,18032,38164,2014,11-01,authum,1,1,11
302,1042,2014-11-02,0.0,cloudy,46.45575815738963,8192,17590,37257,2014,11-02,authum,1,2,11
303,1213,2014-11-03,0.0,cloudy,56.44418796372629,7844,17687,36992,2014,11-03,authum,0,3,11
304,1144,2014-11-04,0.0,cloudy,49.69886363636363,7594,17626,37296,2014,11-04,authum,0,4,11
305,1245,2014-11-05,0.0,cloudy,51.54080321285141,7370,17436,37647,2014,11-05,authum,0,5,11
306,936,2014-11-06,0.0,cloudy,41.1417735042735,7363,17408,37632,2014,11-06,authum,0,6,11
307,924,2014-11-07,0.0,cloudy,38.99621212121213,7099,16982,37224,2014,11-07,authum,0,7,11
308,930,2014-11-08,0.0,cloudy,43.88086021505376,7356,16555,36556,2014,11-08,authum,1,8,11
309,876,2014-11-09,0.0,cloudy,46.65833333333333,7434,15626,35852,2014,11-09,authum,1,9,11
310,1091,2014-11-10,0.0,cloudy,53.65710357470211,7268,15112,35247,2014,11-10,authum,0,10,11
311,836,2014-11-11,0.0,cloudy,39.432775119617226,7146,14740,35052,2014,11-11,authum,0,11,11
312,693,2014-11-12,0.0,cloudy,27.21702741702742,6838,14208,34320,2014,11-12,authum,0,12,11
313,548,2014-11-13,0.0,cloudy,26.199087591240872,6286,13649,33618,2014,11-13,authum,0,13,11
314,636,2014-11-14,0.0,cloudy,25.77342767295598,5898,12997,33252,2014,11-14,authum,0,14,11
315,616,2014-11-15,0.0,cloudy,27.85568181818181,5610,12966,33421,2014,11-15,authum,1,15,11
316,414,2014-11-16,0.0,rain or snow,28.478502415458934,5296,12730,32936,2014,11-16,authum,1,16,11
317,448,2014-11-17,0.0,rain or snow,13.677901785714289,4834,12102,32028,2014,11-17,authum,0,17,11
318,470,2014-11-18,0.0,cloudy,13.924680851063828,4191,11337,31182,2014,11-18,authum,0,18,11
319,544,2014-11-19,0.0,cloudy,25.078676470588235,3825,10663,30707,2014,11-19,authum,0,19,11
320,481,2014-11-20,0.0,cloudy,20.888773388773387,3676,9962,29977,2014,11-20,authum,0,20,11
321,550,2014-11-21,0.0,cloudy,25.715818181818186,3609,9507,29124,2014,11-21,authum,0,21,11
322,686,2014-11-22,0.0,cloudy,45.66632653061225,3523,9133,28401,2014,11-22,authum,1,22,11
323,430,2014-11-23,0.0,cloudy,50.39534883720932,3593,8889,27725,2014,11-23,authum,1,23,11
324,313,2014-11-24,0.0,rain or snow,33.1964856230032,3609,8443,26804,2014,11-24,authum,0,24,11
325,478,2014-11-25,0.0,cloudy,21.410460251046022,3474,7665,25258,2014,11-25,authum,0,25,11
326,403,2014-11-26,0.0,cloudy,25.883870967741927,3482,7307,24346,2014,11-26,authum,0,26,11
327,124,2014-11-27,0.0,cloudy,23.75967741935484,3341,7017,23286,2014,11-27,authum,0,27,11
328,246,2014-11-28,0.0,cloudy,28.997967479674788,2984,6593,22042,2014,11-28,authum,0,28,11
329,494,2014-11-29,0.0,cloudy,47.58259109311741,2680,6203,21036,2014,11-29,authum,1,29,11
330,500,2014-11-30,0.0,cloudy,39.5786,2488,6081,20330,2014,11-30,authum,1,30,11
331,447,2014-12-01,0.0,cloudy,19.18859060402684,2558,6167,20163,2014,12-01,winter,0,1,12
332,573,2014-12-02,0.0,cloudy,29.00610820244328,2692,6166,19758,2014,12-02,winter,0,2,12
333,604,2014-12-03,0.0,cloudy,29.636754966887413,2787,6269,19289,2014,12-03,winter,0,3,12
334,610,2014-12-04,0.0,cloudy,31.128688524590164,2988,6329,18680,2014,12-04,winter,0,4,12
335,679,2014-12-05,0.0,cloudy,35.4721649484536,3474,6458,18146,2014,12-05,winter,0,5,12
336,609,2014-12-06,0.0,cloudy,35.173563218390804,3907,6587,17580,2014,12-06,winter,1,6,12
337,555,2014-12-07,0.0,cloudy,33.46702702702702,4022,6510,17253,2014,12-07,winter,1,7,12
338,368,2014-12-08,0.0,rain or snow,34.85570652173914,4077,6635,16884,2014,12-08,winter,0,8,12
339,413,2014-12-09,0.0,cloudy,34.30048426150122,3998,6690,16322,2014,12-09,winter,0,9,12
340,542,2014-12-10,0.0,cloudy,30.95535055350553,3838,6625,15859,2014,12-10,winter,0,10,12
341,530,2014-12-11,0.0,clear,26.742075471698108,3776,6764,15310,2014,12-11,winter,0,11,12
342,581,2014-12-12,0.0,cloudy,32.256110154905336,3696,7170,15004,2014,12-12,winter,0,12,12
343,723,2014-12-13,0.0,cloudy,44.16334716459198,3598,7505,14892,2014,12-13,winter,1,13,12
344,809,2014-12-14,0.0,cloudy,47.96044499381954,3712,7734,15067,2014,12-14,winter,1,14,12
345,544,2014-12-15,0.0,rain or snow,44.43988970588236,3966,8043,15240,2014,12-15,winter,0,15,12
346,605,2014-12-16,0.0,cloudy,38.19537190082645,4142,8140,15168,2014,12-16,winter,0,16,12
347,533,2014-12-17,0.0,cloudy,25.294934333958718,4334,8172,15359,2014,12-17,winter,0,17,12
348,545,2014-12-18,0.0,cloudy,25.535412844036692,4325,8101,15444,2014,12-18,winter,0,18,12
349,554,2014-12-19,0.0,cloudy,29.44151624548736,4340,8036,15519,2014,12-19,winter,0,19,12
350,535,2014-12-20,0.0,cloudy,31.44654205607476,4313,7911,15529,2014,12-20,winter,1,20,12
351,432,2014-12-21,0.0,cloudy,34.77361111111112,4125,7837,15583,2014,12-21,winter,1,21,12
352,328,2014-12-22,0.0,rain or snow,35.536280487804866,3748,7714,15465,2014,12-22,winter,0,22,12
353,560,2014-12-23,0.0,cloudy,43.56946428571429,3532,7674,15107,2014,12-23,winter,0,23,12
354,189,2014-12-24,0.0,cloudy,38.2,3487,7821,15237,2014,12-24,winter,0,24,12
355,109,2014-12-25,0.0,cloudy,38.69541284403671,3143,7468,15113,2014,12-25,winter,0,25,12
356,394,2014-12-26,0.0,cloudy,45.46979695431472,2707,7047,14744,2014,12-26,winter,0,26,12
357,306,2014-12-27,0.0,cloudy,39.0202614379085,2547,6860,14735,2014,12-27,winter,1,27,12
358,299,2014-12-28,0.0,cloudy,29.63578595317725,2318,6443,14917,2014,12-28,winter,1,28,12
359,452,2014-12-29,0.0,cloudy,25.51283185840708,2185,5933,14970,2014,12-29,winter,0,29,12
360,383,2014-12-30,0.0,cloudy,14.082245430809401,2309,5841,14928,2014,12-30,winter,0,30,12
361,282,2014-12-31,0.0,cloudy,13.53581560283688,2132,5619,14811,2014,12-31,winter,0,31,12
362,225,2015-01-01,0.0,cloudy,25.753777777777767,2225,5368,14646,2015,01-01,winter,0,1,1
363,504,2015-01-02,0.0,cloudy,28.936904761904763,2341,5048,14298,2015,01-02,winter,0,2,1
364,206,2015-01-03,0.0,rain or snow,33.07621359223301,2451,4998,14198,2015,01-03,winter,1,3,1
365,118,2015-01-04,0.0,rain or snow,21.2228813559322,2351,4669,13794,2015,01-04,winter,1,4,1
366,156,2015-01-05,0.0,cloudy,2.005128205128205,2170,4355,13233,2015,01-05,winter,0,5,1
367,119,2015-01-06,0.0,cloudy,6.166386554621849,1874,4183,12780,2015,01-06,winter,0,6,1
368,94,2015-01-07,0.0,cloudy,-0.7531914893617022,1610,3742,12344,2015,01-07,winter,0,7,1
369,66,2015-01-08,0.0,rain or snow,4.080303030303029,1422,3647,12070,2015,01-08,winter,0,8,1
370,101,2015-01-09,0.0,cloudy,3.297029702970297,1263,3604,11723,2015,01-09,winter,0,9,1
371,177,2015-01-10,0.0,cloudy,14.423728813559322,860,3311,11282,2015,01-10,winter,1,10,1
372,232,2015-01-11,0.0,cloudy,29.629741379310346,831,3182,10929,2015,01-11,winter,1,11,1
373,170,2015-01-12,0.0,cloudy,17.609411764705882,945,3115,10580,2015,01-12,winter,0,12,1
374,213,2015-01-13,0.0,cloudy,14.419718309859151,959,2833,10027,2015,01-13,winter,0,13,1
375,232,2015-01-14,0.0,cloudy,13.922413793103447,1053,2663,9431,2015,01-14,winter,0,14,1
376,328,2015-01-15,0.0,cloudy,26.74115853658537,1191,2613,9119,2015,01-15,winter,0,15,1
377,382,2015-01-16,0.0,cloudy,29.43586387434555,1453,2716,8842,2015,01-16,winter,0,16,1
378,505,2015-01-17,0.0,cloudy,39.726336633663365,1734,2594,8691,2015,01-17,winter,1,17,1
379,462,2015-01-18,0.0,cloudy,35.90670995670996,2062,2893,8651,2015,01-18,winter,1,18,1
380,474,2015-01-19,0.0,cloudy,34.6,2292,3237,8559,2015,01-19,winter,0,19,1
381,515,2015-01-20,0.0,cloudy,33.083883495145635,2596,3555,8498,2015,01-20,winter,0,20,1
382,501,2015-01-21,0.0,cloudy,30.709381237524948,2898,3951,8581,2015,01-21,winter,0,21,1
383,547,2015-01-22,0.0,cloudy,30.3329067641682,3167,4358,8754,2015,01-22,winter,0,22,1
384,532,2015-01-23,0.0,cloudy,29.420300751879697,3386,4839,8741,2015,01-23,winter,0,23,1
385,674,2015-01-24,0.0,cloudy,36.29228486646885,3536,5270,9084,2015,01-24,winter,1,24,1
386,186,2015-01-25,0.0,cloudy,28.61774193548387,3705,5767,9649,2015,01-25,winter,1,25,1
387,377,2015-01-26,0.0,cloudy,22.309814323607426,3429,5721,9441,2015,01-26,winter,0,26,1
388,407,2015-01-27,0.0,cloudy,26.55282555282556,3332,5928,9512,2015,01-27,winter,0,27,1
389,513,2015-01-28,0.0,cloudy,28.90331384015595,3224,6122,9620,2015,01-28,winter,0,28,1
390,492,2015-01-29,0.0,cloudy,33.8,3236,6403,9681,2015,01-29,winter,0,29,1
391,464,2015-01-30,0.0,cloudy,23.65711206896552,3181,6567,9790,2015,01-30,winter,0,30,1
392,518,2015-01-31,0.0,cloudy,33.585328185328194,3113,6649,9972,2015,01-31,winter,1,31,1
393,37,2015-02-01,0.0,rain or snow,27.40810810810811,2957,6662,10265,2015,02-01,winter,1,1,2
394,73,2015-02-02,0.0,cloudy,11.256164383561645,2808,6237,9798,2015,02-02,winter,0,2,2
395,110,2015-02-03,0.0,cloudy,21.183636363636364,2504,5836,9665,2015,02-03,winter,0,3,2
396,110,2015-02-04,0.0,cloudy,15.56090909090909,2207,5431,9657,2015,02-04,winter,0,4,2
397,123,2015-02-05,0.0,cloudy,8.262601626016261,1804,5040,9611,2015,02-05,winter,0,5,2
398,184,2015-02-06,0.0,cloudy,22.70054347826087,1435,4616,9615,2015,02-06,winter,0,6,2
399,344,2015-02-07,0.0,cloudy,38.49854651162791,1155,4268,9705,2015,02-07,winter,1,7,2
400,257,2015-02-08,0.0,cloudy,33.045914396887156,981,3938,9983,2015,02-08,winter,1,8,2
401,228,2015-02-09,0.0,cloudy,23.476754385964913,1201,4009,10139,2015,02-09,winter,0,9,2
402,360,2015-02-10,0.0,cloudy,26.66111111111111,1356,3860,10190,2015,02-10,winter,0,10,2
403,404,2015-02-11,0.0,cloudy,29.700495049504948,1606,3813,10318,2015,02-11,winter,0,11,2
404,249,2015-02-12,0.0,cloudy,11.132530120481928,1900,3704,10552,2015,02-12,winter,0,12,2
405,280,2015-02-13,0.0,cloudy,17.2225,2026,3461,10588,2015,02-13,winter,0,13,2
406,169,2015-02-14,0.0,cloudy,10.590532544378695,2122,3277,10636,2015,02-14,winter,1,14,2
407,57,2015-02-15,0.0,cloudy,9.940350877192985,1947,2928,10477,2015,02-15,winter,1,15,2
408,226,2015-02-16,0.0,cloudy,14.783185840707965,1747,2948,10152,2015,02-16,winter,0,16,2
409,231,2015-02-17,0.0,cloudy,15.854978354978352,1745,3101,9873,2015,02-17,winter,0,17,2
410,176,2015-02-18,0.0,cloudy,3.546590909090909,1616,3222,9642,2015,02-18,winter,0,18,2
411,104,2015-02-19,0.0,cloudy,-1.0480769230769231,1388,3288,9344,2015,02-19,winter,0,19,2
412,191,2015-02-20,0.0,cloudy,11.436649214659688,1243,3269,8933,2015,02-20,winter,0,20,2
413,275,2015-02-21,0.0,cloudy,27.72618181818181,1154,3276,8623,2015,02-21,winter,1,21,2
414,230,2015-02-22,0.0,cloudy,15.85782608695652,1260,3207,8351,2015,02-22,winter,1,22,2
415,169,2015-02-23,0.0,cloudy,5.084023668639054,1433,3180,8049,2015,02-23,winter,0,23,2
416,248,2015-02-24,0.0,cloudy,21.53467741935484,1376,3121,7544,2015,02-24,winter,0,24,2
417,222,2015-02-25,0.0,cloudy,19.037387387387394,1393,3009,7606,2015,02-25,winter,0,25,2
418,117,2015-02-26,0.0,cloudy,11.407692307692304,1439,2827,7451,2015,02-26,winter,0,26,2
419,162,2015-02-27,0.0,clear,7.977777777777778,1452,2695,7161,2015,02-27,winter,0,27,2
420,243,2015-02-28,0.0,cloudy,16.212757201646088,1423,2577,6810,2015,02-28,winter,1,28,2
421,203,2015-03-01,0.0,cloudy,21.035467980295568,1391,2651,6561,2015,03-01,spring,1,1,3
422,290,2015-03-02,0.0,cloudy,25.096206896551728,1364,2797,6300,2015,03-02,spring,0,2,3
423,214,2015-03-03,0.0,cloudy,31.900934579439262,1485,2861,6072,2015,03-03,spring,0,3,3
424,293,2015-03-04,0.0,cloudy,17.200000000000006,1451,2844,6249,2015,03-04,spring,0,4,3
425,232,2015-03-05,0.0,clear,10.947413793103447,1522,2961,6469,2015,03-05,spring,0,5,3
426,305,2015-03-06,0.0,cloudy,20.79245901639344,1637,3089,6591,2015,03-06,spring,0,6,3
427,555,2015-03-07,0.0,clear,39.96144144144144,1780,3203,6786,2015,03-07,spring,1,7,3
428,457,2015-03-08,0.0,cloudy,37.32472647702407,2092,3483,7218,2015,03-08,spring,1,8,3
429,655,2015-03-09,0.0,cloudy,40.765190839694654,2346,3710,7491,2015,03-09,spring,0,9,3
430,774,2015-03-10,0.0,cloudy,42.860465116279066,2711,4196,7802,2015,03-10,spring,0,10,3
431,778,2015-03-11,0.0,clear,43.815424164524416,3271,4722,8319,2015,03-11,spring,0,11,3
432,922,2015-03-12,0.0,cloudy,45.492516268980474,3756,5278,8869,2015,03-12,spring,0,12,3
433,1039,2015-03-13,0.0,cloudy,53.37305101058711,4446,6083,9431,2015,03-13,spring,0,13,3
434,1017,2015-03-14,0.0,cloudy,52.410914454277275,5180,6960,10066,2015,03-14,spring,1,14,3
435,957,2015-03-15,0.0,cloudy,55.41180773249739,5642,7734,10834,2015,03-15,spring,1,15,3
436,1074,2015-03-16,0.0,cloudy,63.08556797020484,6142,8488,11511,2015,03-16,spring,0,16,3
437,604,2015-03-17,0.0,cloudy,38.44652317880796,6561,9272,12416,2015,03-17,spring,0,17,3
438,717,2015-03-18,0.0,cloudy,40.44323570432357,6391,9662,12963,2015,03-18,spring,0,18,3
439,672,2015-03-19,0.0,cloudy,41.95208333333333,6330,10086,13454,2015,03-19,spring,0,19,3
440,784,2015-03-20,0.0,cloudy,44.817219387755095,6080,10526,13895,2015,03-20,spring,0,20,3
441,802,2015-03-21,0.0,cloudy,43.02955112219451,5825,11005,14503,2015,03-21,spring,1,21,3
442,491,2015-03-22,0.0,cloudy,31.335845213849286,5610,11252,15201,2015,03-22,spring,1,22,3
443,141,2015-03-23,0.0,cloudy,29.33404255319149,5144,11286,15501,2015,03-23,spring,0,23,3
444,357,2015-03-24,0.0,cloudy,32.726610644257704,4211,10772,15367,2015,03-24,spring,0,24,3
445,496,2015-03-25,0.0,cloudy,38.11834677419355,3964,10355,15494,2015,03-25,spring,0,25,3
446,613,2015-03-26,0.0,cloudy,36.050734094616644,3743,10073,15821,2015,03-26,spring,0,26,3
447,372,2015-03-27,0.0,cloudy,25.81532258064517,3684,9764,16186,2015,03-27,spring,0,27,3
448,463,2015-03-28,0.0,clear,31.34125269978402,3272,9097,16336,2015,03-28,spring,1,28,3
449,335,2015-03-29,0.0,cloudy,38.8289552238806,2933,8543,16682,2015,03-29,spring,1,29,3
450,825,2015-03-30,0.0,cloudy,50.70812121212121,2777,7921,16855,2015,03-30,spring,0,30,3
451,789,2015-03-31,0.0,cloudy,47.93954372623576,3461,7672,17437,2015,03-31,spring,0,31,3
452,1141,2015-04-01,0.0,cloudy,60.97309377738826,3893,7857,18023,2015,04-01,spring,0,1,4
453,812,2015-04-02,0.0,cloudy,58.50591133004925,4538,8281,18874,2015,04-02,spring,0,2,4
454,726,2015-04-03,0.0,cloudy,44.57121212121212,4737,8421,19472,2015,04-03,spring,0,3,4
455,847,2015-04-04,0.0,cloudy,51.18984651711924,5091,8363,19905,2015,04-04,spring,1,4,4
456,805,2015-04-05,0.0,cloudy,57.56720496894409,5475,8408,20520,2015,04-05,spring,1,5,4
457,723,2015-04-06,0.0,cloudy,47.00940525587828,5945,8722,21020,2015,04-06,spring,0,6,4
458,553,2015-04-07,0.0,cloudy,41.82151898734177,5843,9304,21188,2015,04-07,spring,0,7,4
459,613,2015-04-08,0.0,cloudy,42.316313213703104,5607,9500,21284,2015,04-08,spring,0,8,4
460,497,2015-04-09,0.0,cloudy,64.39356136820926,5079,9617,21242,2015,04-09,spring,0,9,4
461,775,2015-04-10,0.0,cloudy,48.127612903225796,4764,9501,20965,2015,04-10,spring,0,10,4
462,1513,2015-04-11,0.0,clear,57.05168539325842,4813,9904,20962,2015,04-11,spring,1,11,4
463,1322,2015-04-12,0.0,cloudy,62.80968229954614,5479,10954,21553,2015,04-12,spring,1,12,4
464,1108,2015-04-13,0.0,cloudy,60.37635379061372,5996,11941,21836,2015,04-13,spring,0,13,4
465,1261,2015-04-14,0.0,cloudy,58.0883425852498,6381,12224,21927,2015,04-14,spring,0,14,4
466,1255,2015-04-15,0.0,cloudy,55.448605577689236,7089,12696,22231,2015,04-15,spring,0,15,4
467,974,2015-04-16,0.0,cloudy,54.13552361396304,7731,12810,22412,2015,04-16,spring,0,16,4
468,1461,2015-04-17,0.0,cloudy,68.52854209445584,8208,12972,22782,2015,04-17,spring,0,17,4
469,1456,2015-04-18,0.0,cloudy,55.23749999999999,8894,13707,23526,2015,04-18,spring,1,18,4
470,873,2015-04-19,0.0,cloudy,62.22577319587629,8837,14316,24310,2015,04-19,spring,1,19,4
471,700,2015-04-20,0.0,cloudy,46.832142857142856,8388,14384,24399,2015,04-20,spring,0,20,4
472,874,2015-04-21,0.0,cloudy,44.56178489702518,7980,14361,24297,2015,04-21,spring,0,21,4
473,774,2015-04-22,0.0,cloudy,40.68501291989665,7593,14682,24680,2015,04-22,spring,0,22,4
474,976,2015-04-23,0.0,clear,45.24282786885247,7112,14843,25313,2015,04-23,spring,0,23,4
475,882,2015-04-24,0.0,cloudy,48.18548752834466,7114,15322,25932,2015,04-24,spring,0,24,4
476,533,2015-04-25,0.0,cloudy,43.98968105065665,6535,15429,26318,2015,04-25,spring,1,25,4
477,1011,2015-04-26,0.0,cloudy,50.679624134520274,5612,14449,26238,2015,04-26,spring,1,26,4
478,1100,2015-04-27,0.0,cloudy,48.25354545454545,5750,14138,26877,2015,04-27,spring,0,27,4
479,1205,2015-04-28,0.0,cloudy,49.579253112033186,6150,14130,27514,2015,04-28,spring,0,28,4
480,1254,2015-04-29,0.0,cloudy,51.397208931419456,6481,14074,28384,2015,04-29,spring,0,29,4
481,1044,2015-04-30,0.0,cloudy,46.112931034482756,6961,14073,28813,2015,04-30,spring,0,30,4
482,1306,2015-05-01,0.0,cloudy,57.896937212863705,7029,14143,29068,2015,05-01,spring,0,1,5
483,1972,2015-05-02,0.0,cloudy,70.70091277890465,7453,13988,29233,2015,05-02,spring,1,2,5
484,1488,2015-05-03,0.0,cloudy,72.10604838709676,8892,14504,30393,2015,05-03,spring,1,3,5
485,1267,2015-05-04,0.0,cloudy,63.135201262825575,9369,15119,31155,2015,05-04,spring,0,4,5
486,820,2015-05-05,0.0,cloudy,49.54231707317072,9536,15686,31575,2015,05-05,spring,0,5,5
487,1363,2015-05-06,0.0,not clear,61.10660308143801,9151,15632,31590,2015,05-06,spring,0,6,5
488,1729,2015-05-07,0.0,cloudy,75.10595720069405,9260,16221,32230,2015,05-07,spring,0,7,5
489,1011,2015-05-08,0.0,cloudy,71.82957467853609,9945,16974,33406,2015,05-08,spring,0,8,5
490,1064,2015-05-09,0.0,cloudy,54.168045112781954,9650,17103,33804,2015,05-09,spring,1,9,5
491,635,2015-05-10,0.0,cloudy,49.68976377952756,8742,17634,34371,2015,05-10,spring,1,10,5
492,1038,2015-05-11,0.0,cloudy,60.85992292870906,7889,17258,34231,2015,05-11,spring,0,11,5
493,1227,2015-05-12,0.0,cloudy,50.719885900570496,7660,17196,33756,2015,05-12,spring,0,12,5
494,1347,2015-05-13,0.0,cloudy,47.550185597624356,8067,17218,33661,2015,05-13,spring,0,13,5
495,1263,2015-05-14,0.0,cloudy,58.394695170229596,8051,17311,33900,2015,05-14,spring,0,14,5
496,1526,2015-05-15,0.0,cloudy,68.66389252948886,7585,17530,33902,2015,05-15,spring,0,15,5
497,1994,2015-05-16,0.0,cloudy,73.16589769307923,8100,17750,34173,2015,05-16,spring,1,16,5
498,1824,2015-05-17,0.0,cloudy,76.85054824561404,9030,17772,35193,2015,05-17,spring,1,17,5
499,1676,2015-05-18,0.0,cloudy,66.54689737470167,10219,18108,35556,2015,05-18,spring,0,18,5
500,1320,2015-05-19,0.0,cloudy,47.66621212121212,10857,18517,35776,2015,05-19,spring,0,19,5
501,1046,2015-05-20,0.0,cloudy,44.833556405353725,10950,19017,36223,2015,05-20,spring,0,20,5
502,1688,2015-05-21,0.0,cloudy,60.17837677725119,10649,18700,36569,2015,05-21,spring,0,21,5
